Rock_Type,Porosity,Permeability,Trap_Type,Seismic_Score,Proximity_to_Oil_Field,Estimated_Reservoir_Depth
Limestone,23.63030521,237.2372436,Anticline,0.305391171,4.165720887,2503
Shale,0.666554461,834.2913078,Dome,0.196941173,2.744814546,2376
Limestone,22.40012894,502.0770713,Fault,0.947969566,0.223635616,3777
Limestone,22.30807553,865.3256203,,0.951767618,4.010428722,3987
Sandstone,12.47322941,99.92040347,Fault,0.763585213,1.918820453,4740
Limestone,23.59517141,722.5263295,Fault,0.758615484,0.333880691,1422
Limestone,8.891760206,251.5475368,Dome,0.800826576,4.192877107,3449
Limestone,26.82546476,915.6763935,,0.943650072,1.356186157,2188
Sandstone,15.60222183,986.0814127,Anticline,0.9061076,1.548008241,2785
Sandstone,26.81955615,395.0901467,Dome,0.469554714,2.907938665,4185
Shale,5.625816687,962.7925921,Anticline,0.449097725,1.621360775,2089
Shale,9.621735734,2.929982377,Dome,0.836134869,4.880906999,3056
Limestone,9.288022353,862.4409328,,0.264752235,4.196623964,1405
Shale,1.995828246,934.3190458,Dome,0.521788817,1.195088234,4910
Shale,18.90525255,671.7865733,Dome,0.081823327,2.741787122,3547
Sandstone,8.930362757,202.3126113,Anticline,0.887658328,1.831535594,3789
Shale,27.88517116,223.5621792,Fault,0.544514045,3.984195323,891
Sandstone,16.08466159,130.6324713,Anticline,0.945656165,2.081431519,2676
Sandstone,27.53275928,230.5309142,Anticline,0.361628459,2.904214382,1978
Sandstone,29.06449324,829.6611823,Fault,0.261649013,1.836552241,2626
Limestone,28.34901191,751.3281147,Anticline,0.846966542,2.811756644,1916
Limestone,5.046332773,43.48210889,,0.231417093,1.04069323,3295
Sandstone,10.55160334,727.2269149,,0.578717855,4.209995828,4604
Limestone,24.52870135,941.6932172,Dome,0.618200343,2.256050716,2937
Sandstone,14.14825712,151.0646806,Anticline,0.003491759,0.714998311,597
Limestone,6.127158617,432.0000356,Fault,0.90665557,1.675097912,1003
Limestone,4.179070161,744.4268262,,0.380464223,4.608521128,2868
Limestone,5.980364684,279.6872282,Fault,0.797976579,0.986009994,4700
Shale,23.49646364,668.2565491,Anticline,0.112279606,2.088918357,1997
Sandstone,11.66305239,333.7061961,,0.923834436,4.902399245,3339
Shale,22.50459688,22.15119137,Fault,0.23516887,1.173259347,3979
Limestone,3.96863843,21.62279611,Fault,0.001256795,3.553868416,4945
Shale,17.00678389,377.7348725,,0.281650111,4.380088348,1141
Sandstone,24.31093199,790.3756501,,0.545591769,4.308027663,2771
Limestone,17.76664198,882.2845577,Dome,0.94473679,0.573469461,1184
Shale,27.09670882,843.4187808,Dome,0.237604497,0.402581763,734
Shale,5.786117061,35.25738663,Anticline,0.79205079,1.050527248,4306
Sandstone,13.14065389,501.4377531,Anticline,0.698983961,3.029102801,4869
Limestone,9.800670676,317.211622,Dome,0.089943871,2.895084285,1143
Limestone,3.096499466,795.9109784,Dome,0.035928465,1.551467096,3677
Shale,20.22776526,850.9277118,Fault,0.055543623,4.426945701,1588
Shale,2.194275284,230.3577216,Anticline,0.731575478,1.976962389,3088
Sandstone,3.979337328,419.6686659,Anticline,0.550264098,0.06056558,2081
Limestone,14.34476771,736.1660839,,0.450279483,4.54359464,977
Sandstone,20.79892406,312.5782597,,0.253199791,1.833112149,3150
Sandstone,10.52211895,81.93387794,Fault,0.899545188,1.825691841,967
Sandstone,15.81441883,232.9525987,Dome,0.456310134,1.545519124,4982
Shale,22.97487118,660.4587841,Anticline,0.221368559,4.708672649,1476
Limestone,13.47804475,532.2916873,,0.55523823,2.520871852,3537
Sandstone,3.733026238,244.1005396,,0.357796029,0.63134114,4671
Limestone,27.08487921,422.7330098,Dome,0.889555115,3.510512899,754
Shale,22.51632491,673.2449065,,0.912758232,0.916264429,3942
Shale,8.017760554,923.7656517,Fault,0.723522357,2.907105723,3331
Limestone,20.65203872,707.3889801,,0.946805301,1.177809299,4352
Sandstone,19.67709939,671.3244657,Fault,0.196732866,4.635397025,1141
Limestone,11.58467756,766.4565952,,0.923253288,4.53638875,4531
Limestone,22.63610748,994.4556385,,0.770411637,3.173784598,2830
Shale,7.660600507,416.7024259,Dome,0.615132185,1.371750819,3220
Limestone,18.32195339,893.1369281,,0.099326139,2.712329148,4860
Shale,7.702304889,831.9263827,Dome,0.653432688,0.888563392,3548
Limestone,7.436200762,532.0691483,Dome,0.581262038,4.247059016,3281
Shale,12.02646405,119.2784446,Dome,0.73462086,4.185413757,1896
Limestone,13.03084494,417.6361505,,0.98535761,4.2870184,3755
Limestone,0.232999265,670.683286,Dome,0.527572193,2.092754876,1409
Sandstone,12.44445358,2.577841657,Anticline,0.041862796,1.508420968,4826
Shale,3.761260477,243.72549,Anticline,0.670797186,0.032543234,3045
Shale,13.1453015,835.7292338,Fault,0.033297784,3.130281692,579
Shale,22.70274271,181.1756123,,0.367293948,2.530525745,3911
Shale,1.773174626,312.8161486,Anticline,0.978153122,2.236625206,2876
Shale,1.818147231,96.47887321,Fault,0.237729362,0.474163069,2980
Shale,8.308638544,723.1921379,,0.480207208,0.950245641,1439
Limestone,15.98541397,786.314546,Dome,0.511663197,2.818872114,2309
Shale,15.67490427,293.612841,Dome,0.324234126,2.680709639,4000
Limestone,24.61407049,803.4558126,Fault,0.612349842,4.424588813,4901
Sandstone,0.601379986,859.3131892,Dome,0.604402832,2.8007466,4400
Sandstone,1.039521294,953.1235128,Anticline,0.276806797,1.60657708,3427
Shale,6.643526741,477.2352199,,0.683472594,3.961277441,2557
Sandstone,20.61886688,456.8516037,Anticline,0.139154835,1.957494993,4790
Limestone,18.48943477,898.7179244,Anticline,0.512194477,2.612849614,568
Sandstone,17.18048448,418.2844745,Fault,0.740312984,3.7784805,2726
Shale,8.617240439,514.8066115,Dome,0.191310618,4.255664189,667
Limestone,13.70191779,997.0247828,Anticline,0.66691902,4.58878931,932
Shale,25.15058712,340.5559253,Anticline,0.572749551,2.68021225,4622
Sandstone,26.60826333,495.7199775,,0.042352651,3.66257985,1727
Sandstone,20.56955248,175.5249306,Anticline,0.064490364,4.893386584,2463
Limestone,6.602660306,154.6720986,Anticline,0.02515413,2.314538442,3745
Sandstone,16.39171402,467.1541306,,0.172504947,3.811496602,1951
Sandstone,9.23659146,893.108361,Anticline,0.597744089,0.584801405,1238
Shale,7.786512998,34.84158894,,0.662009232,2.849310498,3936
Sandstone,17.51757868,914.5302374,Anticline,0.812132106,3.914710204,4933
Shale,27.07601648,265.5024066,Fault,0.511837364,2.565476228,4012
Limestone,13.68476223,404.2756033,Dome,0.125202649,4.23406481,3195
Limestone,7.020158615,945.6077904,,0.020377147,1.551979301,1596
Sandstone,17.20883574,294.5431187,Anticline,0.776465264,2.151973959,4178
Sandstone,15.52798395,242.9934244,Fault,0.866094131,4.833153339,1360
Shale,24.55779691,937.8152625,Anticline,0.425781876,1.395983456,1108
Sandstone,5.637778736,673.487572,Anticline,0.858077923,2.916376392,4046
Sandstone,20.1162152,744.4774511,Fault,0.815237716,0.09771292,4629
Shale,25.34392744,143.5791321,,0.915141199,0.576082806,578
Sandstone,25.55537778,338.9473066,Dome,0.639696378,1.805382253,2986
Shale,16.36471021,968.9539508,,0.141359131,1.20942324,1374
Limestone,2.554309097,613.1093299,Fault,0.151690449,3.668546547,3816
Limestone,7.189373549,183.7410744,Fault,0.102911743,3.170381773,3920
Shale,15.92085569,991.7225146,Fault,0.80319207,0.300754419,789
Sandstone,5.336521762,472.7256408,Fault,0.058908661,0.412525424,1629
Sandstone,6.209808037,751.3960967,Dome,0.182713074,3.710663928,1633
Limestone,13.31104341,348.2874519,Dome,0.694155373,0.553919558,1089
Limestone,11.93881039,563.5311836,Dome,0.98100235,3.206594401,4309
Shale,29.68021914,147.6501005,Dome,0.093597806,1.153015217,890
Sandstone,25.71290819,285.5863356,Fault,0.277293897,2.508691105,928
Sandstone,15.54956167,429.8907228,Fault,0.142680781,4.414163172,2186
Limestone,16.87288122,726.0452759,Dome,0.499083301,4.911108619,2005
Sandstone,18.50832082,324.1642739,Fault,0.903443697,2.601396563,3788
Limestone,15.38691167,655.798003,Anticline,0.327275193,0.582620237,4938
Limestone,29.48040146,872.004504,Fault,0.086532529,1.710300722,1437
Sandstone,11.97328052,395.8304251,Anticline,0.223948723,3.198440632,2694
Sandstone,21.38537988,805.2098652,Anticline,0.607908948,4.013997158,2607
Shale,11.72265457,399.0020661,Dome,0.891875167,3.436040931,921
Limestone,9.844802171,803.1633348,Anticline,0.705044472,0.805230894,3432
Shale,28.63190706,375.6171528,Anticline,0.674396712,0.432329875,1720
Shale,0.402283616,69.19759999,,0.204240955,2.656112919,1105
Limestone,25.85625447,518.4843341,,0.459199383,2.160220765,3065
Shale,10.5462678,906.4850909,Fault,0.898879041,0.25737842,4478
Shale,19.56706059,441.6750479,Dome,0.605240758,4.260694501,3121
Shale,18.83236245,576.5047981,,0.368724005,1.671693902,1143
Limestone,6.465022766,64.54538718,,0.538700186,3.87812454,2986
Sandstone,20.07925827,49.34748606,,0.457294279,0.798543811,4962
Sandstone,11.97500384,790.0958522,Anticline,0.692075092,4.684127365,3485
Shale,17.05394696,998.9003878,Fault,0.461998343,3.541944841,2050
Sandstone,5.210149109,314.0999515,Dome,0.595338407,0.197406474,2953
Limestone,5.824886071,922.700526,Anticline,0.388958486,2.123925833,1642
Limestone,0.583387753,418.4997671,,0.719778127,0.68067202,3247
Limestone,20.18565113,216.6209314,Fault,0.52128679,4.603519974,1453
Limestone,22.80934953,894.0583083,,0.829230629,2.720279009,4485
Sandstone,17.02329624,883.9454942,,0.364329385,1.208470988,1680
Sandstone,7.788098511,629.4845063,Fault,0.23885988,3.528713731,4404
Shale,23.89355309,822.9585835,,0.660188278,4.403377014,3011
Limestone,22.11190553,584.1485179,Fault,0.821254164,2.614545173,3734
Sandstone,15.70801641,358.4271409,Fault,0.074613241,1.203722735,3277
Sandstone,26.0904397,334.2812761,Fault,0.028610144,0.518839831,4706
Limestone,7.93948515,284.8517283,,0.984953433,2.723942615,2216
Shale,24.37837917,585.8990247,Anticline,0.186090062,1.208538136,4800
Limestone,9.822628762,358.1256204,Dome,0.179783831,1.114555894,2908
Sandstone,5.485935803,623.52422,Anticline,0.035862398,0.418067345,4446
Sandstone,6.881805065,798.7423744,Dome,0.690020137,1.487006463,1979
Limestone,14.64313341,572.2747532,Fault,0.218670396,0.108256428,665
Limestone,8.540632846,323.2558161,Fault,0.236685026,2.536972095,1943
Limestone,17.59378537,976.5665632,Anticline,0.295508855,4.547637037,1396
Limestone,28.254495,470.5501894,,0.890793052,0.755593379,705
Sandstone,9.436924528,131.5181829,Fault,0.257448988,0.338519651,2464
Sandstone,7.53240311,733.8882075,Dome,0.096710502,2.270627879,3029
Sandstone,28.39795718,848.7238372,,0.387014266,1.45776146,2699
Limestone,16.13050565,188.7020603,Anticline,0.503812091,3.232913245,3129
Shale,17.36895961,522.3532353,Dome,0.871542014,4.955240864,1939
Sandstone,18.43200022,27.35723439,,0.506677177,1.27500879,3477
Shale,26.47227559,280.7731524,,0.762764811,3.219838831,4934
Limestone,28.8414741,670.1635055,,0.861636623,4.736187376,3078
Limestone,15.93328489,336.6343371,,0.629569961,2.253623046,3897
Limestone,0.591772394,431.630183,,0.314748699,0.781424673,4945
Sandstone,11.72258954,273.3578784,Dome,0.846343059,0.00836902,613
Shale,21.85267462,59.50414781,Anticline,0.897002794,1.697307443,4001
Shale,0.631733507,264.1793166,,0.006140163,4.784167641,511
Shale,29.72246428,400.4326269,Fault,0.906910432,2.414732168,1812
Limestone,14.67689701,72.81756515,,0.472399969,0.04677984,1431
Limestone,14.06369642,579.3376161,Fault,0.356565757,4.564369215,4240
Sandstone,27.53522649,518.1609896,Anticline,0.20654797,2.768365208,1878
Sandstone,0.203896458,275.461515,Fault,0.071240715,1.404130343,1468
Sandstone,3.596640945,86.17296641,Fault,0.216522032,4.77430038,2545
Sandstone,8.19121858,426.6891636,Anticline,0.878948903,0.864273697,4305
Limestone,1.635357823,637.3050686,Fault,0.730734902,2.870610469,1213
Limestone,7.874550237,423.9034003,,0.633351337,0.601071045,3970
Shale,23.68476895,158.6728955,,0.673714464,1.403482385,1314
Sandstone,22.89922846,452.9820606,Anticline,0.65707409,4.964822633,2599
Sandstone,24.48237127,507.6367388,Anticline,0.990086375,3.022814334,3228
Shale,8.243934323,900.7161154,Fault,0.571318436,2.097605946,2794
Shale,0.054361016,573.1824781,Dome,0.470859017,2.31674519,4673
Shale,13.17124466,151.3902725,Dome,0.683859725,2.024129042,1597
Shale,13.785068,507.7322587,Dome,0.136223274,1.804768167,2199
Sandstone,20.85562399,721.9268957,Anticline,0.197035086,4.457066673,2972
Shale,15.98481112,486.9601651,Dome,0.130214128,0.306210533,4460
Sandstone,15.72944815,459.1462748,Dome,0.847342326,0.59430583,2843
Shale,2.8089868,783.8546638,,0.554705741,2.558690604,2237
Shale,9.286779045,899.5273954,Anticline,0.558449201,1.802158438,1738
Sandstone,9.104886954,616.2888289,,0.950987536,0.817678475,3158
Shale,26.25354134,113.7453068,Fault,0.320587306,0.735500053,2230
Sandstone,5.071853353,577.5451476,Dome,0.973712902,2.523209417,1722
Shale,0.152364389,835.906503,Dome,0.360139866,0.26799446,1252
Sandstone,9.191963951,726.8781596,,0.788446261,0.980963745,4020
Limestone,8.998154694,727.9818089,Dome,0.432779872,1.999169988,3009
Limestone,25.00722329,420.3272279,,0.769544217,1.868747209,4716
Limestone,25.64417336,778.2064416,Dome,0.560893644,1.706447917,3724
Limestone,8.384083237,437.1779476,Anticline,0.426735337,1.858528056,3572
Limestone,16.9452431,702.596321,Anticline,0.163128373,4.327547193,2042
Sandstone,11.94841647,55.98267118,,0.499914388,4.287437786,2415
Shale,9.466604233,120.7734938,Anticline,0.891518816,1.338979866,3674
Sandstone,19.91228216,875.2469353,Fault,0.435826911,0.731462514,739
Limestone,5.855914937,348.2522146,,0.517869619,3.591891424,2079
Shale,17.10544895,456.0156996,Fault,0.996825437,0.483664752,1123
Shale,23.92010417,291.5730712,Dome,0.086571395,2.494433176,4226
Shale,16.24939255,125.7948909,Fault,0.462583187,4.563395765,4178
Limestone,18.71878528,453.7035876,Anticline,0.572615392,1.725164832,2928
Shale,0.477608018,707.1126256,Anticline,0.004648169,3.546434367,3837
Shale,24.29311212,965.4347169,Fault,0.945534786,4.655746098,2731
Sandstone,14.46873972,45.890517,,0.563907221,1.76987061,956
Limestone,7.428512615,896.3016005,Dome,0.990457007,0.913519333,948
Sandstone,21.86358667,96.91093956,Fault,0.469628881,1.05393817,695
Shale,24.5100145,242.8465776,,0.67551732,3.105471778,517
Shale,5.526596979,149.7079471,,0.35611823,3.562148663,4964
Sandstone,27.66146406,174.7738538,Anticline,0.520864824,1.22248357,2741
Shale,0.387216839,904.7006479,,0.067757283,2.081307964,913
Sandstone,23.44846438,775.3857676,,0.855758004,1.235322204,1331
Limestone,3.546672362,916.505767,,0.217422971,2.507032789,1631
Sandstone,5.024114717,401.9346072,Anticline,0.800987409,0.200206404,4249
Limestone,15.81959039,563.2327397,Fault,0.191544077,3.37322185,4190
Limestone,24.28282465,93.33049399,Dome,0.850358847,2.66568361,4617
Shale,27.13143404,111.3733362,,0.213788127,1.280042091,4538
Sandstone,21.33480263,536.7620674,Fault,0.114689783,2.983891138,803
Shale,8.547397577,241.824265,Anticline,0.511355642,2.01059169,4779
Sandstone,8.272722133,666.9694363,Fault,0.601162538,0.067810478,1381
Shale,1.348843248,444.5442261,,0.21693318,0.060249874,3364
Sandstone,19.11257667,668.3050878,,0.654117484,0.773292501,3998
Limestone,22.6116053,309.2579311,Anticline,0.43904326,2.370750362,4697
Sandstone,6.379928595,379.4686174,,0.282781806,1.523173444,1377
Sandstone,4.170066156,260.2926964,Fault,0.395056774,3.232110271,4915
Sandstone,17.08429544,257.7486378,Dome,0.241679816,1.115964799,949
Shale,23.38449051,791.3914847,Fault,0.678289749,2.709374487,1742
Sandstone,28.9964255,415.0664983,,0.429217052,1.992294454,2948
Limestone,23.87895269,216.5592214,Dome,0.304084829,4.765411561,3347
Shale,8.941179963,504.2290126,Fault,0.295633985,0.0577861,3867
Shale,8.48403392,12.88593441,,0.98994561,3.714937514,2578
Sandstone,5.389359476,391.9452261,Fault,0.238025779,1.346824849,4156
Shale,28.75493507,999.7079302,Fault,0.93645639,1.678427207,2067
Sandstone,15.047271,333.7540442,Anticline,0.631165211,1.927419,1418
Sandstone,14.53173557,790.9822907,,0.673113302,4.449644086,543
Sandstone,14.35006445,180.4291301,,0.708684719,1.390869599,4580
Sandstone,3.145072416,294.5961931,Anticline,0.983486054,4.957893974,1200
Sandstone,14.94596159,16.87749975,Fault,0.12185025,3.105680975,2652
Shale,20.21105201,828.616094,Anticline,0.150133846,3.835572806,3113
Limestone,2.32234656,730.9062843,Dome,0.700909382,2.415467992,1986
Sandstone,3.622399077,539.0448025,,0.252829445,1.51880733,635
Shale,27.92995859,389.9786424,Fault,0.408251804,3.053412641,2390
Limestone,16.24087915,257.0368691,Anticline,0.834228823,2.401840534,2535
Limestone,28.30722432,803.2531617,Dome,0.050215965,0.051305142,1160
Limestone,26.89512753,426.0749483,Fault,0.824480266,4.767322378,2374
Sandstone,21.20026601,116.4023822,Fault,0.728760464,0.099944995,817
Limestone,20.94817781,838.2943931,,0.912490135,1.194124527,3864
Limestone,4.645727222,366.87494,Fault,0.07344447,0.763309349,3977
Sandstone,23.89453168,396.3411265,Dome,0.170081513,4.2136083,4278
Limestone,0.531415518,348.3180051,,0.276265379,4.990079079,3778
Shale,3.805317807,119.2831826,Dome,0.413374296,1.445170321,4014
Limestone,13.79945009,622.8630532,,0.889225602,1.342880904,3801
Limestone,27.97466771,118.9364528,Fault,0.15269681,1.538236623,4112
Sandstone,28.61835637,631.3394744,Dome,0.340288206,0.079372109,1171
Shale,17.18281599,594.527345,Dome,0.913608024,3.211663103,3659
Limestone,28.19795376,310.4184555,Dome,0.935725849,4.969012634,1007
Limestone,4.367025295,479.5447079,,0.528292105,0.405953579,4988
Shale,0.290606482,192.8416187,,0.782662927,1.472337606,616
Shale,26.932307,759.6692763,Dome,0.041099315,3.833875998,1292
Sandstone,11.77763251,667.1997695,Dome,0.949942607,4.992475036,4514
Sandstone,24.80227286,849.5548507,Anticline,0.606391556,4.762774434,811
Shale,16.56964492,975.3187574,Fault,0.161707346,4.498495035,727
Limestone,3.785852731,264.7630686,,0.741300428,3.446373943,1175
Shale,24.83929391,17.89290344,Fault,0.867792455,2.118109589,4704
Limestone,14.4843028,77.59570959,Dome,0.233493278,3.076203575,2225
Sandstone,23.3528522,966.0277487,Fault,0.626769462,1.42248392,2096
Shale,27.35177631,207.2387872,Dome,0.822656284,4.701095522,1435
Shale,10.67322253,159.2146475,Dome,0.656911013,0.84123108,572
Shale,12.05379405,930.7318415,Anticline,0.180565017,0.319143448,4394
Limestone,24.20057564,964.5450464,Dome,0.286545918,2.197790946,4769
Sandstone,28.95628916,767.4009722,Anticline,0.821710229,2.368323785,677
Limestone,7.609066665,939.1701115,Fault,0.29314051,3.139358905,509
Shale,13.42709852,109.0780087,Dome,0.714837198,3.425897621,2394
Limestone,9.350694855,992.8379946,Anticline,0.725006824,4.348651676,3728
Sandstone,2.627267202,669.8005339,Fault,0.659621368,1.562648105,2966
Limestone,18.4576096,306.6949726,Fault,0.849674618,2.249691464,2209
Sandstone,17.455958,93.32867935,,0.413909523,2.430368702,1177
Limestone,20.50777276,357.0371077,Fault,0.154876604,0.081808594,4825
Sandstone,10.3859066,489.2906088,Dome,0.705886618,1.636215645,1031
Shale,20.69471079,954.1764725,Dome,0.182292539,1.158624782,3716
Limestone,16.22958707,214.2838965,Anticline,0.503044116,0.716835761,2926
Sandstone,23.04384535,339.1881081,,0.009883288,1.232459772,3240
Shale,7.655466863,379.8326943,Fault,0.328905655,1.961024554,3607
Shale,26.63578049,367.6953933,Anticline,0.366040707,0.029989466,2228
Sandstone,3.058576487,194.7312991,Fault,0.973579358,0.821792207,4512
Shale,20.4201712,843.1074398,Dome,0.135650106,4.244494487,2225
Limestone,19.11284102,416.2636159,Dome,0.348644478,0.283567983,4504
Limestone,8.222495869,730.767648,Fault,0.876207726,0.678838528,2198
Shale,13.61778409,73.97872503,,0.745141548,2.427349104,1410
Shale,23.33433733,339.7916847,,0.969809489,0.933509923,2136
Limestone,8.343365027,506.8650493,Anticline,0.641569986,0.063436271,2775
Sandstone,11.51841027,634.0982731,Fault,0.123728088,4.227104196,1544
Sandstone,28.89477081,984.2091983,Anticline,0.897499877,4.724085358,4521
Limestone,14.67107326,192.3019165,Fault,0.551587661,1.394001313,527
Sandstone,23.25245401,436.83938,Anticline,0.829867722,2.088837724,1805
Sandstone,16.89767531,705.727263,Dome,0.323309126,1.757376058,1385
Limestone,27.16616514,344.509722,Anticline,0.740812592,1.110945881,4800
Shale,24.53568917,145.887701,,0.817777884,2.898646936,4913
Shale,6.923839618,87.33820781,Anticline,0.520599817,3.013813261,3080
Shale,20.1849507,414.0597909,,0.589841912,3.36485202,2468
Shale,6.713351588,369.9516233,Anticline,0.034331636,1.117718778,4656
Shale,20.3991513,621.7632235,,0.433695917,2.051552975,2345
Sandstone,27.32408013,690.0119407,,0.460698988,3.482492864,2818
Limestone,16.34316681,822.9137496,Anticline,0.9212151,3.027946368,3723
Shale,23.85174053,490.7317527,,0.253356062,0.769781511,805
Sandstone,3.167746379,508.1290859,Anticline,0.522229295,2.733519361,3932
Sandstone,20.70513212,381.2066077,Fault,0.905406465,1.375201322,1038
Shale,20.17567213,571.8672128,,0.918395526,3.82795331,4491
Limestone,24.45828993,211.2512859,Anticline,0.686410882,1.027031653,4458
Limestone,1.613458925,616.4224898,Dome,0.33237894,2.890892408,3758
Sandstone,27.34544178,257.1875734,Anticline,0.268146731,0.326532383,955
Shale,5.663820833,782.7294962,,0.167233783,3.351529406,3435
Limestone,6.085597162,420.1201049,Anticline,0.335193435,3.526463113,3319
Sandstone,19.01262262,990.6043852,,0.513674792,1.034441527,4213
Sandstone,12.88868592,308.4164652,Dome,0.11408631,1.857907189,1929
Sandstone,28.15241232,698.2738191,Fault,0.983015156,2.318574229,4643
Sandstone,4.441792785,997.2073033,,0.261781483,2.419536591,3627
Sandstone,0.81243401,66.86296047,Dome,0.004353191,2.097084644,1832
Sandstone,9.930487785,728.9819744,Dome,0.294492715,2.127445209,2930
Limestone,21.40956223,117.9901243,Fault,0.114638143,1.462917737,4186
Sandstone,27.63431641,104.9084418,Dome,0.599238858,2.480832026,4763
Limestone,14.29383814,9.5606416,Dome,0.17114165,2.678961309,1976
Sandstone,11.00994442,486.863765,Fault,0.311770787,0.342964861,2477
Sandstone,20.16836488,565.2802571,Anticline,0.773426557,4.793024056,1891
Sandstone,29.90727656,35.68143603,Fault,0.951807602,3.072645666,2499
Sandstone,9.497941812,535.8455744,Dome,0.393705423,4.569115144,1949
Limestone,13.76909154,799.4907159,,0.300651873,0.56168616,1696
Shale,24.17291755,800.98263,Dome,0.358624106,0.313381341,829
Sandstone,3.038283715,526.3237866,Fault,0.710464284,0.711394543,4539
Shale,18.9921796,53.99283532,Dome,0.336928193,4.965318584,4229
Limestone,13.37075371,379.9194939,Fault,0.258596039,4.897322249,3039
Limestone,5.322284104,173.2766844,,0.91764908,3.201426838,2930
Shale,22.88978809,824.3787087,,0.631476052,4.748604954,1016
Sandstone,13.37866635,928.1779834,Dome,0.006501147,1.137681656,3473
Limestone,7.267714728,245.5947113,Anticline,0.464574567,1.591381577,1066
Limestone,9.537140213,476.1449937,Dome,0.648276024,2.484080403,2642
Shale,18.96714453,261.7676366,Dome,0.063703102,2.908929176,2829
Sandstone,19.70445693,959.8152068,Fault,0.000286474,3.631624991,2699
Shale,21.49358945,458.3774273,Dome,0.757996077,2.356274848,902
Sandstone,25.34586982,652.9607883,Dome,0.013455258,2.831946148,1489
Sandstone,5.674173001,171.1968835,Anticline,0.581860351,4.660090757,4802
Limestone,0.541806593,88.6817942,Fault,0.842490864,0.229736306,2699
Shale,25.32944592,934.1024542,Dome,0.036788917,3.506364923,768
Sandstone,17.08453453,334.4810968,Fault,0.380116859,0.789229689,1460
Sandstone,18.0732333,902.4437104,Dome,0.765879458,1.362858347,1854
Shale,29.84052496,843.3347427,Anticline,0.234858693,1.719201519,1795
Sandstone,9.376309567,385.630356,Fault,0.495369191,4.731427768,1747
Limestone,21.20868955,569.5378734,Dome,0.324121272,0.547216636,664
Sandstone,19.40511687,833.1490926,,0.30427465,0.391199462,1931
Sandstone,12.26379052,437.3411051,,0.295786472,4.040918813,2156
Limestone,15.31560784,611.7060697,Dome,0.442377168,4.736139007,4954
Sandstone,3.383907566,923.1627334,Fault,0.405852105,1.379201565,584
Shale,4.259827781,515.5692918,,0.433333876,4.032742176,1320
Sandstone,25.10189058,574.0110223,Fault,0.965443987,3.042044354,3634
Shale,8.55635234,223.5260215,Anticline,0.566987832,1.476407183,2037
Shale,3.746102307,717.5462618,,0.94249993,3.534004442,1569
Shale,26.98801784,129.3754745,Dome,0.231174871,0.83062619,1381
Shale,18.9314818,110.6731707,Fault,0.639998904,1.250670522,1112
Limestone,12.47968824,296.7985223,,0.266362463,3.48954551,3816
Shale,9.134775982,109.1810671,Dome,0.406635056,4.348365662,4334
Limestone,3.827105237,725.3680309,Anticline,0.060781842,3.50724569,3536
Shale,13.20665179,650.9344017,,0.358331294,3.744133201,2844
Sandstone,21.80933759,950.9213324,Anticline,0.624019994,3.674276029,2281
Shale,18.08539141,641.955732,Fault,0.837387816,2.745149646,924
Shale,13.87780641,207.7092712,Fault,0.117646228,1.149786922,891
Shale,27.88222698,375.3761653,Anticline,0.091631752,3.500779948,3343
Limestone,9.916830069,296.7677769,Anticline,0.877280231,4.43991927,1283
Shale,4.055491625,306.4172763,Dome,0.733360283,0.451916214,1804
Shale,7.874117554,77.5341535,Anticline,0.970542256,3.169209324,4953
Limestone,13.15834308,933.8841988,Dome,0.601250197,4.190147062,589
Limestone,20.20639734,141.7630397,Fault,0.122345751,3.749501313,3663
Sandstone,26.84607602,824.1610734,Dome,0.31227242,4.109512195,2750
Sandstone,14.22306228,130.8404662,Dome,0.754354793,2.531014986,827
Limestone,15.34017269,798.696039,Fault,0.973131388,0.962582083,2666
Limestone,16.84433831,81.01206872,Fault,0.757096084,1.306820141,2073
Limestone,19.19869155,747.7141419,Fault,0.001602769,3.729439167,2141
Sandstone,6.548195963,561.4917867,,0.449532846,1.77953341,4691
Sandstone,6.486810274,665.4550579,Anticline,0.530523091,4.508250884,3115
Sandstone,17.65097068,184.544612,Dome,0.374550963,3.347148322,4845
Limestone,10.13157434,783.1748082,Fault,0.895930698,4.542520899,4194
Shale,7.669172814,110.2905255,Fault,0.069351671,0.889449834,1603
Limestone,28.99676756,687.8145907,Anticline,0.539910866,3.007333808,4240
Sandstone,23.54309045,428.6854562,Fault,0.255953665,3.793437773,3425
Sandstone,17.82248342,764.2727863,Fault,0.220798018,3.638116924,4951
Limestone,6.38682764,52.98579986,Anticline,0.845133526,1.594996378,3378
Shale,8.471037571,19.32005062,Anticline,0.528233233,3.753793801,2883
Limestone,26.81918005,568.2709076,Fault,0.87749534,1.909487438,3352
Sandstone,28.08721163,543.3592293,Anticline,0.920245446,1.767335965,4763
Sandstone,0.583441511,821.0887244,Anticline,0.175077945,0.955624875,4518
Shale,20.16157622,834.4436212,Dome,0.080336935,4.797313975,4769
Shale,26.94371504,631.921932,Fault,0.541768003,3.974930948,3448
Sandstone,12.23147312,402.9072243,Anticline,0.924494359,0.71263897,4138
Shale,8.771730715,989.8515406,Fault,0.452507336,1.079479001,2571
Sandstone,24.2637892,957.7464029,,0.057017544,4.295844766,1676
Limestone,12.74860557,348.6821226,Dome,0.858178386,2.757333424,2277
