Rock_Type,Porosity,Permeability,Trap_Type,Seismic_Score,Proximity_to_Oil_Field,Estimated_Reservoir_Depth,Oil_Presence
Limestone,6.944402877,420.652223,Dome,0.406802279,0.879806593,3292,0
Sandstone,28.22319899,360.8019911,Fault,0.795545276,1.685848014,,1
Limestone,11.26323329,,Anticline,0.75124403,4.281300844,3843,1
Shale,10.08021177,,Dome,,,,0
Sandstone,,,Fault,,4.095625509,,0
Sandstone,,155.2074081,Fault,0.917541082,2.236261733,,1
Sandstone,,19.43876831,Anticline,,0.404260165,,1
Limestone,8.950132308,,Fault,0.179407241,,,1
Shale,,585.0373869,Fault,0.539515114,,4378,0
Limestone,27.23252401,,Fault,0.986269747,,4602,1
Limestone,19.247057,153.4216501,Anticline,0.090588002,,,0
Limestone,,802.6492937,None,,2.62296544,,0
Sandstone,18.86619433,96.85979919,Fault,0.242829544,1.790274561,4649,0
Limestone,11.83653388,,Fault,,3.883842043,,1
Sandstone,,,Dome,0.661023543,1.716583974,,0
Sandstone,8.219663446,897.3460819,None,,2.849545401,,0
Shale,,675.5142261,Anticline,,0.082032144,4329,0
Shale,15.70221555,909.5513373,None,0.138030915,1.175305025,,0
Limestone,1.802892311,,None,0.164772802,2.330170598,,0
Shale,,832.0561757,None,,0.982831884,,0
Limestone,8.469415026,648.0216868,None,0.755577195,3.947821566,1642,1
Limestone,23.08926492,,Dome,0.202142606,2.756813394,1627,0
Sandstone,11.48812147,634.9155907,Anticline,,2.919311406,,0
Sandstone,,772.6385886,Fault,0.339842715,0.524356105,2232,0
Shale,22.39809614,104.1555506,None,0.95332216,,4778,0
Limestone,,517.769481,Fault,0.684239227,2.418312451,,1
Limestone,29.57410978,462.3726001,Anticline,0.680698596,0.026512555,1856,0
Limestone,2.269833117,117.9280276,Dome,0.979233083,1.805031724,1354,1
Sandstone,26.6539233,,Dome,0.493516987,4.811697115,4910,0
Shale,17.50278645,958.0240716,Dome,0.08960706,2.729082108,3796,0
Shale,27.89575502,99.80554209,None,0.866993984,,900,0
Limestone,22.65181244,115.681171,None,0.896879295,3.282652181,1508,1
Limestone,16.23714643,,Dome,0.733260726,,,1
Sandstone,2.957487811,,Fault,0.695453123,,619,1
Shale,12.19670351,631.0055543,None,,2.256949494,2238,0
Shale,28.68398569,380.0659415,None,0.109955962,,,0
Sandstone,4.012820852,,Anticline,0.404316814,,3944,0
Shale,24.08943904,502.2111039,Anticline,0.146819986,4.04582488,4540,0
Sandstone,5.851641667,,Anticline,,1.334453731,1619,0
Sandstone,15.48404414,393.0067031,Dome,0.259366202,2.745407189,2571,0
Sandstone,,382.4629541,None,0.893356575,,2467,1
Sandstone,17.53187765,133.0112348,Dome,0.350594672,3.298150123,4383,0
Sandstone,7.17043604,,Dome,0.152787274,2.935555635,,0
Sandstone,,,None,,,1923,0
Sandstone,18.67127794,418.0570815,None,0.639786629,,3413,0
Limestone,,,None,0.514235483,,3119,0
Sandstone,23.8890199,,Fault,,3.068386883,2179,1
Limestone,21.95038796,,Dome,0.768173827,,1315,1
Limestone,27.67102454,,None,0.709157166,1.508103685,,1
Sandstone,,19.18139256,None,0.252305531,0.488438367,829,0
Sandstone,19.85111536,791.9244514,Anticline,0.297919194,0.681620984,995,0
Limestone,15.65135404,761.6272764,Dome,0.85230883,0.715602572,,1
Limestone,,54.91579167,None,0.089170477,,,0
Shale,9.127255915,,Fault,0.962980248,0.020123058,,0
Sandstone,17.49203053,,None,,2.373057643,,0
Limestone,,870.5255123,None,0.039570962,0.865742806,,0
Shale,23.79385614,,Dome,,,3535,0
Shale,7.321920329,534.2082388,Dome,,3.565384477,726,0
Sandstone,9.5963873,,Fault,,1.965598961,703,1
Shale,9.692132052,,None,0.100531551,,,0
Shale,9.53947654,269.3305623,Anticline,0.874771363,3.705972139,2320,0
Limestone,24.31309757,275.8988529,Dome,0.648081075,,,1
Sandstone,13.95616299,944.3127826,Dome,0.649876029,,,1
Shale,2.734219183,,None,,2.759170972,4135,1
Shale,0.269959718,,Dome,,,,0
Limestone,3.858721813,111.5949831,Fault,,1.805185034,2330,1
Sandstone,20.77542038,,Dome,0.05613698,,1903,0
Limestone,9.856744497,,Anticline,0.667749985,1.6439688,,1
Sandstone,,350.6569573,Fault,0.605503146,0.60731131,,1
Shale,29.8849108,113.7565482,None,0.66349863,1.855877484,,0
Shale,,,Fault,0.272817079,,,0
Limestone,,594.0939317,Fault,0.387822011,0.233163814,1688,0
Limestone,13.57059115,724.485621,None,0.68257192,1.999756674,1547,0
Limestone,6.305759062,518.3274669,Anticline,0.666234904,1.499010169,3017,1
Sandstone,,646.113812,Anticline,0.715787696,,2709,0
Sandstone,10.36031934,789.8787943,None,,,4061,0
Shale,19.68004064,,Fault,0.272724237,2.583027815,4900,0
Shale,22.01649392,27.27142896,Anticline,,,3155,0
Sandstone,21.63477805,,None,,,,0
Limestone,21.45559364,965.4452887,None,0.840028451,4.876584086,,1
Shale,6.802235532,395.4059677,Anticline,0.432671534,0.892360471,,0
Sandstone,20.87384901,,Dome,,1.117269061,826,0
Sandstone,25.50515836,,None,0.070098299,4.943767086,633,0
Shale,4.356750597,112.5258079,Anticline,0.647237721,4.379407586,4912,0
Limestone,14.5154991,,None,0.574280964,3.675884251,3133,0
Limestone,,55.73245968,Fault,0.926042768,,,1
Limestone,,,Dome,,,,0
Limestone,,822.9411715,Anticline,0.737246488,4.82733128,2045,0
Limestone,,,Anticline,0.291307446,1.261808409,,0
Shale,10.34309301,549.4027896,Fault,,4.084709993,4887,0
Limestone,,,Anticline,0.929070915,,4809,1
Shale,5.686665256,678.6817297,Dome,0.549345234,4.442467694,2713,0
Shale,1.574451303,,None,0.994482882,2.039196533,4349,0
Limestone,5.32054085,233.0334601,Dome,0.82083179,,,1
Sandstone,,278.3348905,None,0.447068309,2.661895688,4747,0
Shale,,542.5953718,Anticline,0.589923178,3.8287338,,0
Shale,26.96003105,538.6561773,Anticline,,2.440166232,795,0
Limestone,,,Dome,0.982838548,,1866,1
Shale,6.531746964,531.8604013,Dome,0.040335988,3.270896795,,0
Sandstone,,685.7871125,Fault,0.192262656,1.864067111,,0
Shale,29.17567487,639.7852155,Dome,0.692632816,,4050,1
Sandstone,15.84204243,115.7142027,Anticline,,,3726,0
Sandstone,0.377892038,53.03581902,Dome,,1.139663287,4749,0
Sandstone,27.72762824,,Fault,,,4841,0
Limestone,6.062428083,,None,0.693391231,4.396203338,4228,0
Limestone,,,None,0.26607931,4.462277291,,0
Shale,17.73903447,165.133686,Fault,0.405753897,2.923896155,,0
Shale,19.0478919,60.81475209,Anticline,0.549176539,,1425,0
Sandstone,8.648874137,628.1708491,None,0.4039565,4.839766714,,0
Sandstone,19.06283762,719.2981374,Fault,,,1677,0
Sandstone,,968.2598229,Fault,0.162141879,2.155917993,3820,0
Sandstone,2.744625552,179.9401649,None,0.261850531,1.295010359,2466,0
Sandstone,29.28560925,427.1191529,Anticline,,,1990,0
Sandstone,23.27734598,968.2397198,Anticline,,3.026176101,,0
Sandstone,1.513667119,216.7692905,None,0.453231801,3.85160467,,1
Limestone,15.54839162,,None,0.93671356,,,1
Shale,18.74939245,,Fault,0.030058312,2.781537353,2450,0
Sandstone,11.89771723,932.1702631,Dome,0.063068955,,4461,0
Shale,,,Anticline,0.845795933,3.375354239,,0
Limestone,16.06903502,932.559288,Dome,,3.434804775,,1
Sandstone,19.796096,884.8397788,Anticline,0.241637948,4.221632322,4478,0
Shale,6.394263579,202.0491142,Dome,0.227714539,0.517642648,1415,0
Shale,,,Anticline,,,,0
Limestone,3.766967359,162.436358,Anticline,,3.998813505,,0
Sandstone,22.42791384,61.50228057,Anticline,0.725731089,1.743611744,,1
Shale,6.018962704,988.6868676,None,0.414958502,0.160535613,1438,0
Sandstone,16.84753083,,Fault,,3.686343451,,1
Shale,6.127402767,309.4768727,Fault,,,,0
Shale,17.67857184,738.1721436,Dome,,0.476049766,4587,0
Sandstone,,,Dome,0.29606343,1.6617028,,0
Sandstone,,842.1330504,Anticline,0.161810496,2.148556898,,0
Limestone,22.76987287,147.4841842,None,0.952698139,0.852914776,,1
Shale,,821.7188418,Fault,0.626974878,3.373054723,1712,0
Shale,16.71020419,714.9770422,Fault,,4.458546634,4589,0
Sandstone,6.738073202,753.2286357,Fault,0.625022548,1.285999652,,1
Shale,,614.5010393,Anticline,0.654234997,1.120283315,,0
Sandstone,26.70709865,367.7657025,Dome,0.985126224,1.412492751,3865,0
Sandstone,26.05658492,482.2740739,Fault,0.511029065,,3485,0
Sandstone,27.9831384,,Dome,,3.958803762,,0
Shale,20.5192539,137.115762,Fault,0.799557377,3.67081051,,0
Limestone,,433.5719252,Fault,0.725937214,1.742443715,4192,1
Sandstone,,447.5393039,Anticline,0.747302254,0.530192404,4151,1
Limestone,4.057235737,,Fault,,,631,0
Sandstone,18.58704674,,None,,1.836229191,1795,0
Shale,,,Fault,,2.729150048,,0
Shale,28.4550883,947.0932379,Fault,0.306159292,2.010612958,2976,0
Shale,18.32722566,261.022914,None,0.295944665,,,1
Limestone,,119.7522345,Fault,,1.309939651,4479,1
Shale,,,Fault,,1.98305171,1104,0
Shale,14.13965382,,Dome,0.02858921,,,0
Limestone,29.08472698,,Anticline,0.839471542,0.681151939,2758,0
Sandstone,22.24807858,,Anticline,0.527874208,3.694835329,,1
Sandstone,1.635356697,756.6890309,None,,3.041937889,,0
Shale,11.33982116,618.4256354,Dome,0.163291682,,4176,0
Shale,21.82689106,116.048748,None,0.280947826,4.544769379,,0
Limestone,,705.0908043,None,,,,1
Sandstone,,,None,0.086773282,2.937906103,,0
Limestone,,,Fault,0.349803288,0.951915579,3361,0
Sandstone,28.1291934,739.7639515,Dome,0.391042292,2.463914673,,0
Shale,0.018825499,,None,,,,0
Limestone,0.530101344,783.4382356,Fault,0.01435131,,,0
Shale,6.992184357,,Fault,0.479496836,3.941078407,,0
Shale,,,Dome,0.215691368,,4912,0
Sandstone,,,Dome,0.384329222,,3274,0
Sandstone,21.16906189,393.3064142,None,0.774266744,2.840251272,,1
Sandstone,,971.0062144,Fault,,3.689161803,,1
Sandstone,2.075225715,,Dome,,,2304,0
Sandstone,,,Fault,0.616433923,,3974,1
Limestone,7.464570811,,Dome,0.620414375,,3431,1
Shale,,,Fault,0.292649965,3.210820833,,0
Shale,,723.2475539,Dome,,0.895834374,553,0
Sandstone,15.81150469,56.52309427,Dome,0.610918578,,4300,1
Sandstone,,,Dome,0.911984196,,1411,1
Sandstone,7.152815369,307.0746559,Dome,,,3633,0
Limestone,2.259043008,,Fault,,3.50619139,4872,0
Limestone,20.40713262,786.5105882,Anticline,0.724158949,3.413256007,3739,1
Sandstone,15.26051852,816.6374017,Anticline,,,,0
Shale,,562.816002,Anticline,0.34859115,,1177,0
Shale,14.27063454,500.0496131,Fault,0.926816354,0.174674045,,0
Limestone,17.9289732,,Anticline,,,,0
Limestone,10.17660895,135.6630306,Fault,0.68619578,1.366586115,3456,1
Limestone,8.644935687,393.8374673,None,0.160353985,0.038625706,3552,0
Sandstone,17.63091055,924.7380256,Dome,,,,0
Sandstone,26.66565295,,None,,,,0
Shale,2.795883587,373.1549253,None,,,3439,0
Limestone,17.9911324,426.0802271,Fault,,,,0
Limestone,19.90506208,190.0935821,Anticline,,,704,1
Shale,,32.75736041,None,0.261241331,,1919,0
Shale,27.78615606,921.5121954,Fault,0.001763182,4.074789837,,0
Sandstone,0.293381409,700.2898447,Fault,,2.15174749,,1
Limestone,12.38034745,230.8558225,Anticline,0.726559908,3.512388922,,1
Shale,5.954732238,,Dome,,2.971364053,4296,0
Shale,28.59711536,614.3811289,None,0.416139815,0.719294035,596,0
Sandstone,9.176844398,,None,,,,1
Limestone,,,None,,0.397297266,,1
Shale,3.041395274,203.0749039,Dome,0.90681215,,2540,0
Sandstone,,,Anticline,0.331165754,,806,0
Shale,21.90730003,714.5012214,Fault,,1.090296424,,0
Limestone,,70.96458901,Fault,0.823476376,3.908389607,4769,0
Shale,1.162708067,941.3169378,Anticline,0.304736201,0.649042306,,0
Sandstone,27.09744315,,None,0.493987265,4.918375032,2471,1
Limestone,7.93547412,773.7005438,Dome,,0.624212499,2221,1
Limestone,8.838099988,,Dome,,2.568632627,,1
Sandstone,18.98407832,,Dome,0.223427317,,4018,0
Shale,15.89911023,969.0685887,None,0.683496617,,2788,0
Sandstone,28.09983914,958.4919061,None,,1.565119015,3674,1
Shale,26.33138882,570.7790786,Fault,0.728222209,3.563189757,4338,0
Shale,,,None,,3.968356427,4317,0
Limestone,,,Fault,0.016639464,1.613311832,,0
Shale,24.40303447,596.3520028,Anticline,0.167197129,4.579770425,2309,0
Sandstone,,,Dome,0.882107757,0.869007445,4110,1
Shale,28.57550369,,None,0.116913572,,4689,0
Shale,16.06980185,471.8330974,Anticline,0.00475904,2.252175567,,1
Shale,9.181543906,414.5537308,Fault,0.235688664,2.407525466,2987,0
Limestone,,726.1272313,None,0.17119168,4.10575727,853,0
Shale,10.88301399,864.5485781,Fault,0.710670094,3.321810182,,1
Shale,5.90276333,301.0894142,Fault,,4.856994938,,0
Sandstone,,567.9682507,Anticline,0.135309403,4.11610489,2799,0
Shale,18.79371059,,Dome,,,4238,0
Shale,14.78688857,370.5581672,None,0.81690671,4.152411625,2395,0
Shale,,,Fault,0.668289386,0.040813557,,0
Shale,10.37576574,288.6906293,Anticline,,3.462715691,3179,0
Shale,8.872426878,978.9507174,None,0.800937696,2.730629762,593,0
Sandstone,7.58395332,,Dome,0.655489624,0.066690224,,1
Limestone,15.21247272,,Anticline,,2.938560982,,0
Limestone,,900.765418,Anticline,0.951773284,2.282436783,919,1
Sandstone,24.41130812,141.3568175,Dome,,4.348145964,510,1
Sandstone,,,Dome,,,550,1
Limestone,1.935022761,868.6379642,Anticline,0.523754344,4.511846215,,0
Sandstone,22.17274266,,Anticline,,2.118858734,1769,0
Sandstone,,314.729959,Dome,0.495664382,,1636,0
Shale,20.59541829,,Anticline,,1.591283888,3550,0
Limestone,21.90390563,,Dome,0.594808316,3.493884737,1492,0
Sandstone,2.111043237,,Anticline,0.367913313,3.926359695,946,0
Sandstone,24.17936703,433.3687597,Fault,0.187876539,1.952074927,4590,0
Shale,16.76297834,,None,,3.684610311,2898,0
Limestone,12.45374819,513.702526,Anticline,,1.942643864,2392,1
Shale,15.64652952,,Fault,,1.621119443,1435,0
Shale,3.862416086,285.0353673,Anticline,,0.229861936,,1
Sandstone,9.120908173,523.7691704,Anticline,0.95697619,0.90449686,1185,1
Limestone,22.10479367,,Anticline,0.137550257,0.257053035,1880,0
Shale,28.78416549,,Dome,0.306648321,,837,0
Limestone,,186.8480273,Fault,0.559911686,0.745462104,,0
Sandstone,7.248073861,924.6456495,Anticline,,3.749088736,998,0
Sandstone,10.97697896,146.1711399,Anticline,0.025491389,3.77830626,4632,0
Shale,,570.5331883,Anticline,,1.638485521,1772,0
Limestone,11.50163591,646.6062651,None,,4.672002162,3319,0
Sandstone,,392.5492486,Fault,,2.089611028,2277,1
Sandstone,16.58287104,563.2497983,Fault,0.492609679,,,0
Shale,17.74055112,616.3160751,Fault,,,631,1
Shale,4.77477252,461.9397896,Anticline,,,,0
Shale,,844.6770098,Anticline,0.810153735,3.992399172,699,0
Shale,12.37209181,170.1625255,Dome,0.032368534,,,1
Sandstone,16.78850567,948.9869391,None,,1.665627303,,0
Limestone,3.245081627,59.44273164,Fault,0.522688066,,4218,0
Sandstone,9.471633893,,None,0.772881387,1.225281946,,0
Limestone,3.442607982,,Dome,0.507850073,3.978736039,4805,0
Sandstone,26.47846373,,Dome,0.236915119,0.868778481,1679,0
Sandstone,23.01837533,9.076591853,Fault,0.335955541,,4759,0
Shale,29.36758668,262.6673156,Anticline,0.312908333,1.572488847,821,0
Sandstone,23.03629091,856.2900041,Dome,0.9462329,4.212393975,,1
Limestone,6.168644631,,None,0.365084878,0.967149797,785,0
Sandstone,,,None,0.741451768,4.206874831,3241,1
Shale,,22.17105398,None,0.542933387,3.686868168,1653,0
Sandstone,16.72214893,310.6701563,Anticline,0.554361686,,,0
Shale,19.15466354,249.567499,Anticline,,0.633453045,2758,0
Sandstone,3.872585854,171.6893392,Dome,0.956587553,3.118318239,632,1
Sandstone,6.513096884,,Anticline,,,,1
Limestone,1.712830137,,None,,4.189767772,,0
Sandstone,,604.5115094,Dome,,4.75752106,,0
Limestone,,,Anticline,0.395582112,1.239725719,1971,0
Shale,,,None,0.305266538,,2251,0
Shale,28.46233185,,Anticline,0.599944291,,2879,0
Shale,1.529246311,559.1482876,None,,0.897573511,4060,0
Shale,25.98681092,581.9489438,Dome,0.115292572,1.249116065,,0
Sandstone,,,None,0.007660867,2.144182666,4706,1
Limestone,27.97633768,,Fault,0.455358388,4.405793335,,0
Shale,17.50264557,443.4073473,Fault,,,641,0
Limestone,0.499814137,416.3185141,Fault,0.176032801,0.196092506,,0
Sandstone,16.8584433,664.6705096,Anticline,0.161122897,1.508209232,4660,1
Limestone,27.04340489,,Fault,0.28081897,2.912276662,,0
Limestone,,490.2156888,Fault,0.802848423,,1707,1
Limestone,4.450810119,445.3606896,Dome,0.094893167,,3844,1
Sandstone,3.182753388,634.3963622,None,0.379910161,4.895270036,1198,1
Shale,5.697982987,,Anticline,,1.346590807,,0
Sandstone,,266.6293468,None,0.680212904,,,0
Sandstone,19.79290921,311.3578374,Anticline,0.881397853,0.616776857,4917,1
Limestone,4.650260023,904.264381,Anticline,,4.083386413,,0
Sandstone,26.09788687,530.6891874,Dome,0.172136973,,2967,0
Shale,11.13508548,329.9760076,None,0.560488039,3.633185141,,0
Limestone,1.449732266,901.5631116,Fault,0.505579652,0.003744046,1798,0
Limestone,,689.2668344,Fault,,0.398692337,,1
Limestone,19.85432186,,Dome,,,1480,0
Shale,9.788464547,,Anticline,,,3328,0
Limestone,20.07550957,,Anticline,,0.693454497,3259,1
Limestone,25.85640993,660.0852734,None,,3.812759047,3450,1
Shale,,,Dome,0.644379046,0.780182246,,0
Shale,,,Fault,0.22774394,,,0
Limestone,,202.7362238,Dome,,4.293534116,758,1
Limestone,10.95683779,667.551392,None,,0.563962832,,0
Sandstone,23.41718177,286.6345212,Fault,0.759592883,2.544478835,,1
Limestone,23.10686297,,Dome,,2.974977211,,0
Shale,,,Fault,,3.908291097,,0
Limestone,28.8489377,874.2126258,Fault,0.948708716,,1310,1
Sandstone,,685.2518115,Dome,0.858335814,,4222,1
Sandstone,11.62873876,462.3447275,Dome,0.676767272,4.742303222,2083,1
Sandstone,17.55235327,342.1845493,None,0.135544884,1.560943684,4409,0
Limestone,1.092763299,206.1345395,None,0.630842781,3.199159819,1479,0
Sandstone,24.54312505,,Fault,0.830903003,1.583525952,,1
Limestone,11.10879199,626.8229189,Anticline,,2.241442458,4150,0
Shale,22.92754794,768.8065972,Anticline,0.220691033,2.61003496,,0
Sandstone,,,Dome,,1.687083122,,1
Sandstone,26.97781077,,Fault,0.358645598,2.587994124,4732,1
Shale,24.16806656,337.4558185,Anticline,0.205423257,2.930244042,1149,0
Shale,,615.99634,Dome,,2.272717013,,0
Shale,,,Anticline,,4.30227708,1509,0
Limestone,,299.082133,Anticline,,,,1
Shale,22.26880615,443.7368951,Anticline,0.070161936,1.295965746,3560,0
Shale,21.23351935,,None,0.229184911,0.48737844,,0
Shale,6.57378194,977.6967397,Dome,,2.812376677,,0
Shale,21.38647108,147.8134455,None,0.430750342,4.118016166,1996,0
Sandstone,12.96031677,853.6271859,None,,3.858261002,,0
Shale,15.72588813,959.613015,Dome,,1.721568893,2677,0
Sandstone,23.71561531,,Fault,,3.831728626,1331,0
Limestone,19.39095336,884.2630658,Dome,,2.206380349,,1
Limestone,10.04455034,,Dome,0.632073111,3.803123312,,1
Limestone,,,Fault,0.029582845,3.428665508,,0
Sandstone,,435.2557023,Fault,0.348567507,,,0
Sandstone,16.51415331,448.5272169,Anticline,0.437776311,0.111107204,,0
Sandstone,,,Dome,0.784714431,2.272455401,3765,1
Sandstone,5.238327509,,Dome,0.758959815,3.763814206,946,0
Sandstone,15.61368276,,Anticline,0.900684548,3.907638666,,1
Sandstone,24.77822757,400.921161,None,0.042802636,2.626359857,,0
Sandstone,8.380355728,,Anticline,0.326782846,,1813,0
Limestone,16.61033501,,Dome,0.854224639,4.104506692,,0
Shale,2.775013138,,Dome,,2.131023861,934,0
Sandstone,14.48635602,,None,0.307754044,0.644834219,,1
Sandstone,,748.1757277,Fault,0.389894764,,3474,0
Limestone,2.133321246,277.7685507,Anticline,,2.414300182,1724,1
Sandstone,,,None,0.66154125,2.994510003,,0
Sandstone,18.77951742,,Dome,,0.09891088,,1
Limestone,2.857468019,,Dome,0.029708305,3.196013784,,0
Limestone,14.84262721,969.4023061,Anticline,,,,0
Shale,,,Anticline,0.279017684,4.395997457,,0
Sandstone,29.54537232,,Dome,,4.052063066,706,0
Sandstone,,739.2069007,Fault,0.084170437,3.287635173,,0
Limestone,7.03498433,,Anticline,0.2528673,,2631,0
Sandstone,5.75866317,888.301763,Dome,,,,0
Sandstone,21.33797474,733.1893374,Dome,0.903210506,4.210224692,,0
Limestone,15.11125161,721.8323287,Anticline,0.014616884,,3719,0
Limestone,26.87652544,,Dome,0.950645625,4.802070936,1054,1
Sandstone,,806.7560695,Fault,0.692067484,4.758041424,,1
Shale,,,Fault,,3.090672257,2919,0
Limestone,4.105354998,914.8391474,Fault,0.540996521,,3662,1
Shale,26.17965217,,None,0.478018307,2.71888621,3563,0
Limestone,,,Anticline,0.226647299,,,0
Shale,24.6252071,71.60029373,Anticline,,0.355922121,,0
Limestone,,,Fault,0.62863949,2.020680556,2331,1
Shale,10.09383488,746.7791565,None,0.995780394,1.752855748,3007,0
Shale,10.75087607,705.3150148,None,0.186232205,3.236031735,,0
Limestone,,,None,0.889327782,0.793388226,2702,0
Limestone,16.29064293,717.5020118,Dome,0.244734477,,,0
Sandstone,4.416812232,708.1542414,Anticline,0.531821362,1.306943404,2591,0
Shale,10.87293968,636.5826098,Fault,0.139500471,0.357031368,,0
Shale,6.668482999,,None,,,2323,0
Limestone,0.900639964,,Anticline,,2.451475967,3208,1
Limestone,18.13722331,,Dome,,2.835179566,3793,1
Sandstone,,881.5933019,Anticline,0.093798335,,1779,0
Limestone,23.20987695,161.4425433,Anticline,0.628669927,3.447894352,4254,1
Limestone,9.080376311,,Dome,0.737958572,,2132,1
Sandstone,28.01933922,84.76187229,Anticline,0.509108332,3.249720169,,0
Limestone,19.66888236,423.913106,Anticline,0.431184407,0.687821291,2915,0
Sandstone,14.1908251,433.1687246,None,,1.510364504,,0
Sandstone,20.65935157,,Anticline,0.482767898,3.825199657,,0
Sandstone,3.432945558,622.2925069,Fault,,0.642703388,,0
Sandstone,15.41552204,,None,0.709528064,4.540744292,,1
Shale,15.72464003,,Dome,,,,0
Sandstone,17.76904113,,Fault,0.718819044,,931,1
Shale,,471.0028464,None,0.995348796,,3519,0
Limestone,21.32963824,659.0656099,None,,4.376701435,,1
Sandstone,,242.8568584,None,0.149361447,3.40343267,,0
Limestone,,,Anticline,0.789148459,4.723966709,1013,1
Limestone,8.038282503,57.84457902,Fault,,2.142155721,3704,0
Limestone,5.47374122,455.560423,Anticline,0.52537128,0.803496632,699,0
Shale,9.169454905,915.9747441,Fault,0.349384692,1.356086666,2445,0
Sandstone,27.05728715,258.3985206,None,0.329453436,,4452,0
Shale,6.780995904,,Fault,,0.544542667,1931,0
Sandstone,1.687400829,92.32296239,Anticline,,,,1
Limestone,18.85268487,8.798887794,Fault,,4.828918752,,0
Limestone,4.98224557,12.01742005,Anticline,,1.193395534,1439,0
Shale,,254.9235366,Fault,0.387186976,,4231,0
Shale,,563.0699633,Anticline,0.82006412,0.69077695,,0
Limestone,18.52587345,,None,,,,0
Sandstone,24.35668931,726.6306607,Fault,0.628385052,,,1
Sandstone,,,Anticline,0.454403559,4.336743443,2744,1
Limestone,23.90584711,595.8835277,Fault,,3.875489818,3751,1
Sandstone,14.07179233,353.7846555,Dome,,0.600349554,,1
Sandstone,2.199174543,,Dome,0.188025238,3.766701104,,0
Limestone,2.603488622,980.9256517,Dome,0.349601732,,,0
Sandstone,28.86306312,831.7666981,Dome,0.312569734,,3356,0
Limestone,,565.4349712,None,0.864801369,,4449,0
Limestone,8.996228053,969.2713669,Fault,0.657847239,,,1
Sandstone,,622.9362445,Anticline,,,,1
Limestone,10.46283742,,Dome,0.560685082,2.801668124,,0
Shale,18.16235273,336.0029001,Anticline,0.483237765,1.62506911,,0
Limestone,11.4671196,324.2063843,Dome,0.834575865,0.925579178,,1
Sandstone,10.92338325,426.1378024,Anticline,,,,1
Shale,22.5179537,855.2335752,None,,,,1
Sandstone,,864.9022251,Dome,0.831332984,3.668303195,3043,1
Limestone,25.6411035,753.0561855,Anticline,0.116548363,4.488203467,1060,0
Sandstone,17.23746593,949.6525449,Anticline,0.145693089,,,0
Shale,18.46354261,,None,0.402752558,3.493640343,3279,0
Sandstone,27.09572337,80.44019358,None,0.848788588,2.803639491,,1
Shale,19.84773198,578.7293218,None,0.936569425,,,0
Shale,10.77002304,,Anticline,0.070937652,4.024062305,3870,0
Limestone,10.63131549,169.5329412,Anticline,,,,0
Sandstone,8.022458354,,Dome,0.360669664,0.950443961,1613,0
Shale,9.806797892,753.1771359,Anticline,0.918542335,4.283797258,2040,0
Limestone,,,None,0.802402782,3.97798642,641,0
Sandstone,,144.9598591,None,0.650438264,1.876324379,1703,0
Limestone,25.20056496,,None,,,3560,0
Sandstone,28.93296539,475.6175758,None,,1.548652999,4897,0
Limestone,12.04625214,322.0998565,Anticline,,3.219981163,,1
Shale,,,Anticline,0.264992791,,2880,0
Sandstone,,599.6922906,Dome,0.615979174,4.310361344,,1
Limestone,5.503572035,102.9728498,None,0.982360375,0.490156398,,0
Limestone,8.813277185,,None,,0.695080264,3450,0
Sandstone,8.38335922,657.4081174,None,,0.49034685,1756,0
Sandstone,7.493164873,,Fault,,,1200,0
Limestone,11.17815311,,None,,3.075949653,,1
Shale,28.56431751,,Fault,,0.083888571,1685,0
Sandstone,,,Fault,,2.255192647,1135,1
Limestone,10.36874981,832.776404,Dome,,2.383319998,1598,1
Limestone,20.64656758,730.9413402,Anticline,,2.60083092,,0
Shale,23.74088757,888.8576583,Anticline,0.219079336,,4639,0
Limestone,,,Anticline,,2.211823996,4100,1
Sandstone,23.33833582,92.44358237,Fault,0.16154146,0.741891456,3390,0
Limestone,,,Anticline,,,1858,1
Sandstone,,117.2321014,Anticline,0.081084341,0.818164463,3481,0
Sandstone,,348.1768627,Fault,0.816622366,3.947874741,1595,1
Shale,,601.0666004,None,0.366871706,,,1
Limestone,,,Fault,,1.770843698,,1
Sandstone,24.70936784,,Fault,0.662009565,,1955,1
Sandstone,29.77876645,,Fault,0.088807479,1.807220772,4666,0
Sandstone,,417.4177806,Dome,0.406934975,1.475036306,,0
Sandstone,18.80311558,799.2743461,Anticline,,2.842572067,4719,1
Limestone,13.08733345,645.9585087,None,,4.948190337,,0
Limestone,12.08013625,,None,,,4146,0
Shale,2.96620028,,Fault,,0.539331372,3214,0
Shale,29.88266182,896.6133258,Anticline,0.352644922,4.599685336,3005,0
Sandstone,13.66149406,,Fault,,,4900,1
Sandstone,,,Anticline,0.617224586,4.703029302,,1
Shale,3.791592672,,Dome,,,2811,0
Shale,,620.2780538,Anticline,0.750166316,1.009975225,1876,0
Limestone,15.58193056,,Anticline,0.853402722,3.117073262,722,1
Shale,,,None,0.181062353,0.742830599,,0
Limestone,12.93260588,843.4596632,None,0.392262146,3.802714923,,0
Sandstone,27.47804888,219.7612497,Dome,0.551776938,2.27704057,,0
Sandstone,10.14419965,362.4378802,None,,1.924323482,2054,0
Shale,6.591203712,577.3903432,Anticline,0.871253906,3.886588114,1033,0
Limestone,0.161956266,,None,0.249317807,4.428296718,1232,0
